19736014x88227392;60642425x92728947:39966663x21677338;91714696x72487057
9305001x81918331;19026992x83641088:74237741x7693889;91768951x39683236
66349882x92882399;92010066x94306078:5611092x1989063;39970368x94406777
45963745x4364964;74655178x10827552:88412193x70411207;94940164x75047684
26392099x9778298;65796462x84182835:25142587x11330248;33485568x58036752
23220224x23781651;68194556x89698101:88600619x84473920;92232802x89879166
16601331x18885854;51270407x65331212:63622496x11624853;88481783x90760472
6217929x35043971;78620527x85520250:14771506x66866508;76220618x67710567
40308225x84385049;75268526x99461085:41657871x24877420;58218601x87891234
64925602x31401609;83492732x79506972:13181589x70511613;42966075x88051318
68622712x43135054;85440379x44314563:39733498x96783849;77577646x99007265
41907935x67697051;62587247x80369818:4927233x17630703;35897445x55118487
91709243x44825830;98843702x75772127:91554756x50428925;97062205x60369217
16692878x44077667;83122954x87315811:3411377x58143495;67111030x73250282
6691412x37974883;58283095x40500449:3476545x59412393;82090801x74930658
61784185x91621492;89500216x99355035:86477606x16184271;93074853x37720398
35305713x78571321;79084174x79706613:42597402x14654212;68628584x25351739
3169291x98662849;22226441x99075152:46101786x25055173;80269956x73461834
77453984x35754443;92973620x59001665:25883858x7536958;35078403x88569164
26640776x69610770;65756471x70109566:3429429x28431110;73250725x45887285
63556900x34720802;91879298x43073313:30643723x57520526;83637411x58112441
40637249x57970056;94623047x98326582:78276462x39571146;82250564x58273739
47469856x66418289;58967590x67687236:71333582x89940167;77865544x99911550
60132789x1868570;82043809x43430580:18707662x42923562;39234435x43795653
91249782x190690;93149547x48745178:99836979x29868926;99871126x75214927
11314856x57908485;33034243x95472202:71768338x29667342;84419576x51204795
13749612x30307772;76263597x34241900:24830943x57972438;60703793x83095766
87776594x94087393;91629773x95995389:16275130x99524842;83054756x99991845
48018648x96181530;87913570x96892723:27044205x30759082;53497247x99184759
92018949x32010342;92551657x62692671:11471252x41212277;48589448x82886788
25292660x17522468;91098917x96041629:11500950x71220160;37509860x95857079
63738617x32372122;78264478x66259185:33169490x70571534;79060485x93833233
24965601x62198763;80104255x97508271:96793583x34440733;99395909x96803691
41720573x94173747;56878085x95108546:55703943x27767875;66172483x58573908
90310680x20769012;94708208x76338402:54468138x80761367;57200959x90922824
5528367x85455568;44676867x94486402:72520381x66450479;87942704x80511360
36103119x48334351;56822552x79360772:16962242x8691056;65560788x37804290
53644663x39496724;61235998x68288444:87668338x91431032;98953551x95517918
12290885x95639987;91685905x98455227:78357049x58275879;97183562x81153078
92723132x20887959;95923179x82846898:75631590x9668981;80690311x81598869
59557859x99082350;65136093x99717749:87529997x94314306;95229898x96034704
36694252x82467588;50991109x98114781:52357331x13321255;54450090x63544068
50008389x83734300;62419486x96659621:43831883x46270834;97154937x84705230
74150479x84420728;90211451x98119849:65802707x10996357;67293281x78039865
6707417x60057043;14207318x71913569:31956268x48611671;49445960x70733757
96206522x12212206;98031135x59515136:50292559x72362082;86606910x73322747
30654347x34486079;42921778x44139060:70750948x95894919;98848055x99182850
67522284x3439326;72717555x90301020:87596906x45837631;92179822x72248576
11587463x57290970;79692198x94711619:97685195x97884279;99408069x98314294
76214685x29171107;76400932x81028246:98728213x59321373;99181422x67565798
89770486x17180767;96146216x29549618:73704399x40840620;91251575x95251379
12144196x42086737;57708040x48840519:58181318x39609524;76606891x43384512
2261056x56198069;3756485x99094881:61468702x46184923;75024620x69345155
19805986x16006028;60244783x66620214:19846915x50923084;46860948x97206353
56675042x16251159;85845603x82502496:47179294x31581768;68895214x97709841
36190009x29436331;39834850x67416276:62284275x78238007;64331822x92285982
61173506x11745964;97079179x33050311:33374556x64069144;51790551x97066919
16141889x95087839;41859246x95438449:46924475x75967144;82354810x88436565
938990x64482595;64212924x99466177:87385582x89999804;96815748x92315238
69948253x35649334;89426592x61876110:98991564x13600364;99500683x70608859
72188195x26884751;87566488x43907444:72529540x82561651;78993004x88235261
3260548x32182692;56798500x76146758:24970623x1564866;89183357x30162671
29744876x66438068;37050979x67606347:4489904x70198;67108835x62702694
2477444x25148232;12444903x35315421:57692829x56187540;77547571x89215940
17067338x34608031;84194812x68898511:94566365x25000137;96728611x83242772
81312049x73526388;91562453x74695556:71496495x90971192;74101766x91433562
63251129x36266123;88952969x66882434:20741170x99544262;40753984x99857387
55223921x65589170;59635729x77850328:21051334x7387011;34207404x90439978
99154876x70260839;99573929x88631059:68516117x94444403;84648632x98739241
85399248x31984466;89317056x93831005:84250578x89150104;86075579x99789630
19249476x92841926;61701466x95056462:83678837x39119736;92689605x81145140
81397879x31387031;86208226x37106647:84569797x12067817;88389542x52235561
47463327x35900230;90448331x61367481:9985300x34860207;31536284x35824266
75494723x63787154;86138507x95638717:39850698x36722765;45524708x77406168
20702941x51952844;38933525x77022845:97414604x96835522;97751155x98994243
10465025x77201346;99540251x93089595:69842669x45919478;83233039x87595655
14765097x80944719;47640380x93370378:64124402x62160863;82121547x92250103
17711574x91086892;85351717x93732884:79714379x5242447;89736950x93785180
89136366x10921450;91339066x99154136:4052043x93727520;12108594x99704278
84983521x69887973;91255606x97126861:13476600x24278636;44982986x28674492
97515179x23832129;99075336x89761015:94668110x83349179;96012650x92589463
60829374x72463527;67839261x85523596:95305812x77130390;98580195x95604117
94244066x65637375;98641675x78531155:55265339x66141742;80730746x71462455
44842690x51731876;82812421x64159541:65181898x9630858;78822483x34259227
57920216x35018415;89020995x87020256:51892086x69609216;65506332x70393002
36926717x3744615;67553577x26820430:47567416x22821891;96343182x51806335
64637623x35193160;76200450x78842633:42169649x40167927;96233307x76062680
96645760x21375445;99294048x56105857:80374251x3762586;91167068x37524815
8264914x95536168;70693153x97715902:11833773x45760081;98725514x53472218
6792105x89955268;55899912x97299581:19998730x11970052;33662784x30341163
46017090x83577497;60930750x86228780:74539080x92059911;79385254x99251013
33741147x99651252;94632763x99702226:31653627x81203575;69972002x98638056
44794993x12139757;51687443x33461189:84760762x42019096;90199932x51183919
86938020x47354456;90588986x59509329:86694544x70037223;97672455x77087373
66983390x69633392;86629954x95362658:8976055x51504729;94309923x96178915
75992826x17177374;81098371x91465218:64813303x14567308;66092895x93315777
71482740x88355302;79252122x97237665:72284801x8729402;93755788x28580439
85607534x29449661;94060583x36189384:32095752x43212571;69868448x49262145
21862367x5640013;28210216x88162315:89081580x23120849;93464907x69299220
60980459x59454134;97128183x75016659:59699048x98629246;96321737x99962207
13383778x50803328;95252139x96343282:11024102x35174391;28917128x93974599
50775688x52633058;93712285x98047685:8141277x62671045;18154736x87472312
78054171x613527;89940095x74578080:81774208x86536021;83424270x97849530
4123637x16579126;15838406x31475083:16489620x62295515;96421787x80101464
60103211x98528964;74008375x98868812:42242631x59849686;62417946x71611811
72949539x79313484;99560799x81841359:89370471x7433122;91327751x67696141
29969009x56608310;95279414x95476765:12818840x96629384;17434078x97942665
7982486x76077523;32823649x85517128:15986331x74126087;48402761x82643598
24930888x53635687;70660185x66497098:50797720x67910791;59545994x85544315
94310599x85050673;97296339x95234515:36103901x4714493;37533360x92285419
4785497x5037548;53713831x59167730:65746237x90616704;73734159x97234499
38223453x7116271;40249724x26867976:26948665x53217699;79204361x68885277
24250277x61422194;67011885x96008316:93482720x11466452;94681719x13439969
25348498x53471903;68547286x97390809:10983246x53911956;14659038x72282685
22281630x73712906;40998243x87068393:33799210x27881750;50144214x76871115
70299555x791227;94140195x96406609:79556765x47835296;89851097x85939329
99261283x74639690;99280590x96530017:77986881x30481525;84282523x41001475
39921027x46018420;78081461x92705674:97971336x17055502;98928262x53411095
49368042x87465766;93462701x91041489:49251210x59777488;91389788x89318520
28569422x10096136;46822436x65037074:48097666x1437889;90217386x29991873
10031975x16405342;44163707x37565203:4868040x65220382;53250631x77728649
93601084x52834914;94795545x90902550:84769015x21910798;86321934x87359058
63214811x47126739;76356517x81389477:987645x85579854;14554947x95779746
42836016x38219603;45432895x68695653:30077x5036458;49101504x79877475
62079230x81619337;88244860x93786804:37138300x27425886;42218027x44884015
21868208x43758640;32249463x71644064:89432575x20609110;96702873x58603962
3642702x60123117;65586463x95109201:17937068x81843807;78967762x90055915
52357768x25282377;68620164x37337462:8022380x97744755;18933212x98743184
13630157x43573172;18776723x51377004:48116553x2192838;91612587x97083104
8299650x75369059;78846617x79502305:91834425x26974987;94597647x95073962
83933745x31392576;92315852x52431632:45443487x18687144;85779361x79138355
87156979x58174723;98960737x64684159:55723027x98773207;76747915x98843552
15542093x1465149;53684243x37701325:55168991x4284776;72115062x90249202
62092651x95900826;70022627x97868590:66070948x69861279;94296885x80583751
7159424x70690703;20870182x77669435:27928738x12878863;80620217x85158304
87271606x58106973;96661670x81025773:96677145x38842982;98393905x95557706
78158849x61611711;96964169x95844506:18297794x91789164;42978334x95661293
47887352x64594908;76878029x77162330:11841461x78443148;21074495x86883315
22046681x87634662;37751129x90807974:40325500x35043312;66228206x94629024
32282271x40097837;81177649x71618094:50528279x31705725;64228271x36749080
82076377x29706124;95220612x57580005:5032208x73965350;14339449x78647506
22978901x11969181;85188824x14086894:25222896x18369389;36484265x60634064
95329426x14382411;98016131x96092692:29618530x5101585;56336047x54919354
51057096x38646819;64059437x77972117:97925650x7060924;99780264x95601926
23925062x30463876;27315511x78195371:28396836x9446935;93742033x84056616
46180612x440061;58204496x20335519:20427755x79762267;25890142x85808619
53835302x23001032;99424214x95183495:32363144x93002326;88213433x99065114
68233114x41727703;84922266x91001785:58743320x79337504;60038690x91504059
73709049x74008810;81584532x81054809:91134852x21311645;91800843x42310967
48077150x75008569;72597823x99559375:91780396x52055829;99345821x66953857
46804075x31733447;83003385x48449996:35571716x72266754;61274775x80636744
11454393x9899409;48428192x15582193:23027093x40665620;83010201x77228818
43003669x28848543;78082316x80255334:33155636x55867811;80270855x67662634
77441112x1964318;78721656x2906532:34496600x11631482;84132343x73486102
480486x48986614;28017158x69108051:56335704x27148860;88506979x63007559
57688352x4082087;83479208x45695196:96058065x16787285;97329419x51545233
6559584x65081259;34739453x93564782:49037565x2225156;55898701x75120474
12181215x89990570;19949309x99648761:62452947x28216028;72236582x35748537
30125302x49971448;67180467x83484047:77447072x12635666;95992297x15746034
34396585x76191741;89459997x81814249:12796600x22644034;72002509x48989177
88889162x51923525;99191864x99119411:69216242x4914956;91320890x22895167
25444463x76990495;86417053x77241728:61497459x59231305;76952772x84180697
32738477x65937010;90290640x77708327:2126723x91798546;52092216x95044078
17522449x68774275;55031045x79494416:79066536x98362523;96053519x99812761
86201559x27274683;90119754x68298907:37167834x58569774;98280891x71809608
48115919x5489485;78487544x74004548:56785324x26569729;86253416x51025478
24702452x21489062;63555366x77697259:35155559x68120015;93922116x85440942
928057x19101822;30296553x38329261:54283753x50135332;57230708x95568698
83418912x63924026;95511836x86279347:53939459x33922740;76322383x84358621
26994988x77772170;78222444x83019836:2935290x34083152;10117639x63764061
18907609x99175558;56016958x99239334:56445047x67076366;63925655x71886093
60275903x2126071;93181823x53141475:96335908x12855120;99913200x34073560
8402131x18555185;68556265x82061905:84771097x69380694;89729241x88589750
17676434x68657532;66104842x87688826:63631989x76559493;82295791x94683581
95560451x67322406;95971374x78093017:87538575x91937784;96677785x98039540
5855662x65631429;42883311x78104355:88318670x74202579;97790810x93517469
57314658x38837437;90859713x39770593:98997414x26472616;99118729x56569180
76381117x44103555;98514356x52911206:99498666x45951202;99700948x99759717
6276674x64585011;24099465x78579284:2070626x57026056;93017754x89446416
73734194x89656481;76121160x98789067:26701793x97103681;84771903x99460843
84624327x61723052;98271865x86396106:94004622x38482083;99404701x96330305
82783332x33461563;90807353x67788167:96958889x31579809;99197526x93225427
93379519x34221034;99256072x87720684:74811183x10286387;86552961x26255004
21560768x74823901;40037534x86719143:38365995x51275972;56701931x94196130
96606251x21752460;97220991x65477574:55724322x37832380;80227795x63829244
80534302x42556220;82098541x90472136:10086787x41980335;26252186x54828825
77507920x13481652;85740745x57163589:85844941x47163737;85971381x48903038
78474202x26093306;94877953x32547118:68509937x19210852;80528919x47919421
95330146x95864810;95744391x99017348:77006218x68346115;80535228x80216013
50930854x71245670;67120637x97788072:66080738x75243325;74962552x84687299
81575179x61403211;84563858x80849326:52241784x74606627;70495302x86317444
70950156x87370558;86181702x99957671:76868762x15724063;87404436x76235809
88825017x6407366;97156146x31333580:22648743x26280248;48704987x27217283
68257099x84407899;83603496x87678900:49962390x32046197;90236581x90599751
